object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,object id,period_dynasty,period_century
F83-50/11,独自在湖中钓鱼,公元18世纪-1703~1703-清,绘画，清朝（1644-1911）,专辑叶、墨水和纸上的颜色,未知,总体尺寸：22 3/4 x 14英寸（57.79 x 35.56厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5124/fishing-alone-on-a-lake?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=373,https://art.nelson-atkins.org/internal/media/dispatcher/147080/full,images\nelson-atkins\373.jpg,购买:通过霍尔家族基金会的慷慨收购,F83-50/11,2026/5/3,331,未知,未知
F75-19/4,岩石、水仙、天竹,公元15世纪~公元17世纪-1401~1700-明/清,卷轴、绘画,丝绸克思挂毯装裱为挂轴,你上次的生日礼物或收到的礼物对你或牧师意味着什么？这座植物是作为第二天的礼物而创作的。盛开的花朵虽然不代表财富和繁荣的视觉盛宴，但却隐藏着一个神秘的信息。这些浆果，称为nandina（天祝，或天祝，意为“天仙”。碧绿的岩石唤起了天堂的记忆，它象征着长寿。左边的大厅，被中国人称为“夏灵志”，象征着长寿和美好的祝愿。所有的表情都是用四字短语“天道诸寿天道”来编码的，意思是“愿天堂永垂不朽”或你长寿。,总体：73 x 22 1/2英寸（185.42 x 57.15厘米）图像：39 x 17 1/2英寸（99.06 x 44.45厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5367/rock-narcissus-and-heavenly-bamboo?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=374,https://art.nelson-atkins.org/internal/media/dispatcher/59819/full,images\nelson-atkins\374.jpg,约翰·M的礼物小克劳福德,F75-19/4,2026/5/3,332,未知,17世纪
R77-3/2,清溪垂钓,公元20世纪-1901~2000-清/现代,卷轴、绘画,滚动,未知,未知,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8441/angling-at-chinghsi?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=375,,,艺术家的礼物,R77-3/2,2026/5/3,333,未知,20世纪
74-34/12 C,观赏岩,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木版印刷品;纸上的墨水和颜色，从装订本中删除,请注意印刷品中在岩石表面上揭示的各个方向的纹理印记。这一结果是通过多块印刷来实现的。木材纹理，以及深色和浅色对比，有助于岩石的文化品质。在绘画中，艺术家的印章在印刷后压在纸上，留下的朱砂残留物被污染到周围地区。这些指纹被鉴定为文学文化。在中国花园、岩石具有雕塑的功能，西方花园中的声音非常薄弱。世俗的鉴赏家、岩石虽然不能代表微型山脉，但也象征着地球的能量。岩石具有尖锐的，凹凸有致的轮廓和充满好奇心的鞋款尤其受到青睐。,未知,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8811/ornamental-rock?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=376,https://art.nelson-atkins.org/internal/media/dispatcher/34408/full,images\nelson-atkins\376.jpg,劳伦斯·西克曼的礼物,74-34/12 C,2026/5/3,334,未知,未知
44-51/2 B,马,公元4世纪~公元6世纪-386~534-晋/南北/北魏,陶瓷，北纬（公元386-534年）,彩色陶土,未知,整体尺寸：7 7/8 × 3 1/8 × 10 1/2英寸（20 × 7.94 × 26.67厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/10558/horse?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=377,https://art.nelson-atkins.org/internal/media/dispatcher/51150/full,images\nelson-atkins\377.jpg,大卫·莱顿夫人为第六届战争债券拍卖会捐赠;堪萨斯城南方铁路公司购买并捐赠,44-51/2 B,2026/5/3,335,元,未知
32-186/4,图打鼓,公元6世纪-520~520-南北/北魏,陶瓷，北纬（公元386-534年）,陶器，彩色的痕迹,未知,总体尺寸：11 1/16英寸（28.09厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/10917/figure-playing-a-drum?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=378,https://art.nelson-atkins.org/internal/media/dispatcher/126315/full,images\nelson-atkins\378.jpg,购买：威廉・罗克希尔・尼尔森信托,32-186/4,2026/5/3,336,元,未知
81-48/2,幸福之海中的长寿山,公元16世纪-1501~1600-明,卷轴、绘画,手卷;靛蓝经纸上的金墨,戈尔丁孔以一种既珍贵又令人敬畏的方式表达宗教信仰。在这里，金色的雕像代表了一片荒凉的土地，一个由不朽居住在中国东海的道教天堂。不朽居住在精致的宫殿建筑中，蜿蜒的山坡上，波涛汹涌。长寿由蜿蜒的松树来代表。这个快乐的主题，由左上角的题字所指示，为政要的生日画上了一份精美的礼物。这卷介绍了道教的流行概念，它解释了生态和人体的神圣结构。,总体尺寸：1/2 1/2 x 50 1/2英寸（31.75 x 128.27厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/10990/mountains-of-longevity-in-the-sea-of-felicity?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=379,https://art.nelson-atkins.org/internal/media/dispatcher/79183/full,images\nelson-atkins\379.jpg,哈罗德·阿克顿爵士的礼物,81-48/2,2026/5/3,337,未知,16世纪
F88-41/23,螃蟹和菊,公元19世纪末~公元20世纪初-1868~1933-清/现代,绘画，清朝（1644-1911）,纸上的墨水和颜色;镶嵌在锦缎上,未知,无镜框：11 x 15 3/8英寸（27.94 x 39.05厘米）镜框：14 1/2 x 18 3/4 x 11/16英寸（36.83 x 47.63 x 1.75厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/11208/crab-and-chrysanthemum?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=380,,,劳伦斯・西克门遗赠 / 史克门遗赠,F88-41/23,2026/5/3,338,未知,19世纪
F79-5/8,黄公望芙蓉堂诗约,公元19世纪-1816~1816-清,绘画，清朝（1644-1911）,相册页;纸上的墨水和颜色,未知,总体尺寸：9 3/8 x 13 5/8英寸（23.81 x 34.61厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/13798/covenance-of-poetry-in-the-hibiscus-hall-in-the-manner-of-hu?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=382,https://art.nelson-atkins.org/internal/media/dispatcher/37132/full,images\nelson-atkins\382.jpg,威廉L的礼物小埃文斯,F79-5/8,2026/5/3,339,未知,未知
2022.15,花园场景与猫,公元21世纪-2003~2003-现代,绘图,纸上的墨水和颜色,从历史上看，在中国文化中，园艺是反思自然和自我的场所。在这种现代诠释中，方翔邀请了广州市蓬勃发展的场景。这里，动物在奔跑，笼子里有鸟。生活中，这是智力刺激或交流的角落。桌子上的笔记本和茶壶--也许主人刚刚从这个夏末的下午阅读中走了出来。,图像：3/8 x 16英寸（96.52 x 40.64厘米）取景：49 1/8 x 23 5/16 x 1 3/8英寸（124.78 x 59.21 x 3.49厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/73726/garden-scene-with-cat?ctx=be5d6ce0f5bfc5f20766eedb528358a3d6b30d92&idx=383,https://art.nelson-atkins.org/internal/media/dispatcher/156200/full,images/nelson-atkins/2022.15.jpg,购买:纪念劳伦斯·西克曼的亚洲艺术收购基金和东方撤资基金,2022.15,2026/5/3,340,未知,未知
35-263/1,芥菜种子园绘画手册，第三部分，第一卷：昆虫与花卉,公元17世纪~公元18世纪-1679~1701-清,书，清朝（1644-1911）,纸上的木刻版画,这些印刷的书籍以季节花卉系列为特色，旨在为有抱负的艺术家提供指导。然而，这种与顶尖画家、雕刻师和印刷师的合作努力本身就可以被视为艺术作品。每一幅图像都具有优雅的设计、新鲜的色彩和精湛的技术。几个世纪以来，许多下层物种都拥有中国东方的古典主义和荣誉主题。它们富有象征性、诗意和艺术性的联想。,总体尺寸：11 1/4 x 6 1/2英寸（28.58 x 16.51厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/1760/the-mustard-seed-garden-painting-manual-part-3-vol-1-ins?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=384,https://art.nelson-atkins.org/internal/media/dispatcher/34388/full,images\nelson-atkins\384.jpg,购买：威廉・罗克希尔・尼尔森信托,35-263/1,2026/5/3,341,未知,未知
74-34/2,没有任何称号,公元17世纪-1633~1633-明,书，明代（1368-1644）,纸上墨彩木刻印刷品合订卷,未知,总尺寸：1 3/4 × 6 × 10 1/4英寸（4.45 × 15.24 × 26.04厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/1911/no-title?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=386,,,劳伦斯·西克曼的礼物,74-34/2,2026/5/3,342,未知,未知
40-37,景观,公元17世纪-1601~1700-明/清,卷轴、绘画,挂卷轴;纸上墨,盛茂业用单色画笔捕捉到了云雾缭绕的山谷的大气效果。右侧的人物，与旁边的树木和建筑物有很大的对比，描绘了一个逃离城市生活的人，变成了一个理想的乡村西维尔。这个角色是朋友还是画家自己？,总体尺寸：10 7/8 x 23 1/8英寸（27.62 x 58.74厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/2204/landscape?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=387,https://art.nelson-atkins.org/internal/media/dispatcher/36973/full,images/nelson-atkins/40-37.jpg,Otto Burchard博士的礼物,40-37,2026/5/3,343,未知,17世纪
R78-9 F,八幅画专辑（蟾蜍绑在植物上）,未知,绘画,相册页;纸上的墨水和颜色,未知,总体尺寸：9 1/2 x 11 3/4英寸（24.13 x 29.85厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/2405/album-of-eight-paintings-toad-tied-to-plant?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=388,https://art.nelson-atkins.org/internal/media/dispatcher/79189/full,images/nelson-atkins/R78-9 F.jpg,作者：Nathan V. Hammer,R78-9 F,2026/5/3,344,未知,未知
74-34/14 C,三石榴的分支,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,成熟的水果体现了果园的丰富性和丰富的文化。这些版画体现了中国家庭餐桌上经常发现的多汁水果。例如，莲花根和菱角--最受欢迎的时令食物--被用于制作特殊菜肴、汤或小吃。色彩缤纷的水果，在中国绘画中并不常见，但在TenBambooStudio中却比比皆是。这些图像是版画家们的努力，以增强对色彩和图案的渲染效果，这些图案并不是通过画笔绘制的。俄罗斯果皮上的凹凸图案是通过最后的版画重新绘制的，以揭示光明的背景。,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/4930/branch-of-three-pomegranates?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=389,https://art.nelson-atkins.org/internal/media/dispatcher/33947/full,images\nelson-atkins\389.jpg,劳伦斯·西克曼的礼物,74-34/14 C,2026/5/3,345,未知,未知
74-34/9 B,树枝上的樱桃,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5080/cherries-on-a-branch?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=390,https://art.nelson-atkins.org/internal/media/dispatcher/76773/full,images\nelson-atkins\390.jpg,劳伦斯·西克曼的礼物,74-34/9 B,2026/5/3,346,未知,未知
35-169,花园里的男人肖像,公元17世纪-1601~1700-明/清,卷轴、绘画,垂挂卷轴;丝绸上的颜色,未知,总体：72 x 34 1/2英寸（182.88 x 87.63厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/5462/portrait-of-a-man-in-garden?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=391,https://art.nelson-atkins.org/internal/media/dispatcher/39680/full,images/nelson-atkins/35-169.jpg,购买：威廉・罗克希尔・尼尔森信托,35-169,2026/5/3,347,未知,17世纪
F98-32/158,带塞子的鼻烟壶,公元20世纪-1903~1903-清,鼻烟壶，清朝（1644-1911）,玻璃和碧玺,未知,总体：2 3/4 x 1 1/2 x 1 5/8英寸（6.99 x 3.81 x 4.14厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8120/snuff-bottle-with-stopper?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=392,https://art.nelson-atkins.org/internal/media/dispatcher/64278/full,images\nelson-atkins\392.jpg,卢米斯家族纪念玛丽·加里·卢米斯的礼物,F98-32/158,2026/5/3,348,未知,未知
68-45,碗,公元17世纪~公元18世纪-1662~1723-清,清朝陶瓷（1644-1911）,釉面瓷釉瓷器,这是中国瓷器最伟大创新的早期样本--家族色彩调色板。与早期的大部分是半透明的彩绘不同，家族色彩包括滑石粉和粉红色瓷漆，釉来自胶体金（黄金悬浮液的微粒）。自从西方使用了俄罗斯水晶以来，这种可能的说法出现在中国瓷器上代表了来自欧洲的出生者。,总体尺寸：2 3/4 x 5 15/16英寸（6.99 x 15.08厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8540/bowl?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=393,https://art.nelson-atkins.org/internal/media/dispatcher/146188/full,images/nelson-atkins/68-45.jpg,装饰亚瑟·罗斯韦尔,68-45,2026/5/3,349,未知,未知
74-34/14 A,三佛指,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/8588/three-buddhas-fingers?ctx=af5241506184f8b9e0d6027356809a2c66af04e5&idx=394,https://art.nelson-atkins.org/internal/media/dispatcher/34411/full,images\nelson-atkins\394.jpg,劳伦斯·西克曼的礼物,74-34/14 A,2026/5/3,350,未知,未知
Sep-58,大黄葡萄酒容器,公元前12世纪~公元前11世纪-1200~1001-商/周,青铜器，商朝（公元前1500-1045年）,青铜,尽管传统上称之为“酒”，但古代中国的酒是在南方的大米中发酵的谷物制成的。古代的月份是醉酒的守望者，例如用酒来加热液体。容器的腹部装饰着蒙着面具，中间的山脊分隔，两侧是站在雪上的小龙。,总体尺寸：20 x 9 1/8英寸（50.8 x 23.18厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/10910/ritual-wine-vessel?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=396,https://art.nelson-atkins.org/internal/media/dispatcher/27465/full,images/nelson-atkins/58-9.jpg,购买：威廉・罗克希尔・尼尔森信托,Sep-58,2026/5/3,351,元,11世纪
47-16/2,书法小组,公元11世纪-1001~1100-宋/辽,卷轴、书法,悬挂卷轴安装为面板,未知,图像：61 x 9 7/8英寸（154.94 x 25.08厘米）底座：66 x 14 1/8英寸（167.64 x 35.88厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/13888/calligraphy-panel?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=398,,,Otto Burchard博士的礼物,47-16/2,2026/5/3,352,未知,11世纪
31-135/32 D,花篮,公元17世纪~公元20世纪-1644~1911-清,绘画，北宋（960-1127）,专辑叶;丝绸上的颜色,中国花的秘密信息以不同的方式被使用，并且经常被用作文字游戏。在中文中，花篮子上的日常生活有三个名字，每个人都有不同的含义：宣：伊蒂斯美丽的母亲昵称，所以这花可以用来纪念一个人的窒息者。宜南：两个字短语是男人。如果一个人戴着这花，她可能希望有一个男孩。旺友：这个短语字面上的意思是一个人为了庆祝生日。因此，如果你把这花寄给一个富有的朋友，它可以帮助缓解朋友的悲伤。,总体尺寸：9 1/4 x 8 3/4英寸（23.5 x 22.23厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/13982/basket-of-flowers?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=399,https://art.nelson-atkins.org/internal/media/dispatcher/57537/full,images\nelson-atkins\399.jpg,购买：威廉・罗克希尔・尼尔森信托,31-135/32 D,2026/5/3,353,清,未知
F84-55/7,渔民返乡的山间村庄,公元17世纪-1650~1650-清,绘画，明代（1368-1644）,相册页;纸上的墨水和颜色,未知,图像：10 15/16 x 9 5/8英寸（27.78 x 24.45厘米）底座：13 1/16 x 11 1/2英寸（33.18 x 29.21厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14098/village-in-mountains-with-fishermen-returning-to-shore?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=400,https://art.nelson-atkins.org/internal/media/dispatcher/34708/full,images\nelson-atkins\400.jpg,用家人和朋友为纪念托马斯·厄尔·普莱斯而捐赠的资金以及通过东方分离基金购买,F84-55/7,2026/5/3,354,未知,未知
F93-18/8,柳树下钓鱼,公元18世纪末~公元19世纪初-1768~1833-清,绘画，清朝（1644-1911）,丝绸上的墨水或墨水和颜色,未知,图像：8 1/4 x 8 1/2英寸（20.96 x 21.59厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14123/fishing-under-willow?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=401,,,购买:通过亚洲艺术收购基金收购,F93-18/8,2026/5/3,355,未知,18世纪
32-186/2,拿着苍蝇胡须的人物,公元6世纪-520~520-南北/北魏,陶瓷，北纬（公元386-534年）,陶器，有彩色痕迹,未知,总体尺寸：11 1/4英寸（28.58厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14191/figure-carrying-a-fly-whisk?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=402,https://art.nelson-atkins.org/internal/media/dispatcher/126313/full,images\nelson-atkins\402.jpg,购买：威廉・罗克希尔・尼尔森信托,32-186/2,2026/5/3,356,元,未知
74-34/5 B,让老人快乐,公元17世纪-1633~1633-明,版画，明代（1368-1644）,木刻版画;纸上的油墨和颜色（从合订本中删除）,未知,总体：10 1/4 x 12英寸（26.04 x 30.48厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/14298/making-the-old-happy?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=403,https://art.nelson-atkins.org/internal/media/dispatcher/76764/full,images\nelson-atkins\403.jpg,劳伦斯·西克曼的礼物,74-34/5 B,2026/5/3,357,未知,未知
34-278,宫廷花园里的宫廷贵妇与仆人,公元17世纪末~公元18世纪初-1668~1733-清,绘画，清朝（1644-1911）,悬挂卷轴（放在面板上）;丝绸上的墨水和色彩,女人们穿着正式衣服，在宫殿里播放着情妇的橄榄球。她的仆人为她的人提供了时间。吸烟是清朝流行的社会活动，但女人们却独自吸烟，渴望亲密。她拿着手指--柠檬，象征着男人的诱惑。详细的面部特征和成熟年龄让人觉得这是现实生活中的肖像。如果是这样，理论色情象征就预示着这幅肖像的意向观众可能是她的丈夫。,镜框：56 3/4 x 27英寸（144.15 x 68.58厘米）,纳尔逊-阿特金斯艺术博物馆,美国堪萨斯城,https://art.nelson-atkins.org/objects/17817/court-lady-in-palace-garden-with-servants?ctx=d01c47cec0463e449b9434b20b82b232117067f3&idx=407,https://art.nelson-atkins.org/internal/media/dispatcher/41254/full,images/nelson-atkins/34-278.jpg,购买：威廉・罗克希尔・尼尔森信托,34-278,2026/5/3,358,未知,17世纪
